RLC1 EMBEDDED CONSTANTS AUDIT — score_claim=false
Scope: every numeric literal in the six changed receiver source files (all lines, including inherited portions). Archive bytes are counted, not code.
Content-selected config is exactly19 bytes: class=1; low=128; high=320; history=16; priorDen=4; minCount=4; residualMax=36; slopeMax=2; widthDen=2; widthMultiplier=3; spanMax=24; bins=0,1,2,4,8,16. It is loaded from RLC1 rider bytes45..63. Forty signed fitted weights occupy bytes5..44; version is byte4. Native sees parsed config only. No TC4 class/map selectors are present in this candidate.
A source literal can equal a selected value without supplying it: e.g.255 is uint8 bound;2 is proven slope-domain ceiling, while the actual slope comes from cfg[7]. Those constants enforce arithmetic safety and cannot reconstruct a selected geometry choice.
New generic arithmetic predeclared before pricing: public shape384x512/K5; HPAC64-cell slots and190 groups; six moment coordinates; Q16=65536; integer root's2-bit shifts, nearest-even half/unit, int64/int128 bounds; binary packing offsets and format/version tags. C cfg indices0..16 label serialized fields, never values.
Inherited literals: exact same source line occurs in move40's same relative file. Their provenance is the immutable move40 format/receiver, with its compliance adjudication by MAIN; no claim of freshly auditing all inherited mechanisms. Inherited mixer lines map to tc3 adaptive receiver algorithm (KT half-count smoothing, ratio clip1/16..16, fixed-log arithmetic, weights/state dimensions); its fitted weights stay counted.
Pins in inflate.py are non-reconstructive archive identity metadata. Proof BLAS1/4 and advisory mode are environmental test controls; normal runtime remains CUDA/T4-declared.
No scorer, GT, source-video, absolute external imports, learned table or per-frame content is added to receiver code. All data-derived scalars are in archive.zip.

LITERAL CENSUS
inflate.py:19 literal=180173 | GENERIC archive integrity pin or explicit proof/device/thread control | ARCHIVE_BYTES = 180173
runtime/residual_archive.py:394 literal=8 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | + (basis_bits + 7) // 8
runtime/residual_archive.py:395 literal=7 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | + (residual_bits + 7) // 8
runtime/residual_archive.py:395 literal=8 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | + (residual_bits + 7) // 8
runtime/residual_archive.py:403 literal=3 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | basis_bits = int.from_bytes(raw[:3], "little")
runtime/residual_archive.py:404 literal=3 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | residual_bits = int.from_bytes(raw[3:6], "little")
runtime/residual_archive.py:404 literal=6 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | residual_bits = int.from_bytes(raw[3:6], "little")
runtime/residual_archive.py:406 literal=36 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | "predictor": 36,
runtime/residual_archive.py:407 literal=96 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | "scales": 96,
runtime/residual_archive.py:408 literal=32 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | "lengths": 32,
runtime/residual_archive.py:409 literal=12 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | "ks": 12,
runtime/residual_archive.py:410 literal=7 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | "basis": (basis_bits + 7) // 8,
runtime/residual_archive.py:410 literal=8 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | "basis": (basis_bits + 7) // 8,
runtime/residual_archive.py:411 literal=7 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | "rice": (residual_bits + 7) // 8,
runtime/residual_archive.py:411 literal=8 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | "rice": (residual_bits + 7) // 8,
runtime/residual_archive.py:414 literal=6 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | offset = 6
runtime/residual_archive.py:421 literal=6 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | return CAP1_PREFIX + raw[:6] + b"".join(fields[name] for name in CAP_FIELDS)
runtime/residual_archive.py:427 literal=4 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | minimum = 4 + IHS2_BODY_BYTES + WANS_BODY_BYTES + 7
runtime/residual_archive.py:427 literal=7 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | minimum = 4 + IHS2_BODY_BYTES + WANS_BODY_BYTES + 7
runtime/residual_archive.py:430 literal=4 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | offset = 4
runtime/residual_archive.py:451 literal=12 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | decode_cap1(cap1, frames=600, dimensions=12)
runtime/residual_archive.py:451 literal=600 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | decode_cap1(cap1, frames=600, dimensions=12)
runtime/residual_archive.py:460 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | expected = len(FIXED_MAGIC) + 2 + packed_length(
runtime/residual_archive.py:466 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | scale = float(np.frombuffer(raw[4:6], dtype="<f2")[0])
runtime/residual_archive.py:466 literal=4 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | scale = float(np.frombuffer(raw[4:6], dtype="<f2")[0])
runtime/residual_archive.py:466 literal=6 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | scale = float(np.frombuffer(raw[4:6], dtype="<f2")[0])
runtime/residual_archive.py:467 literal=0.0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | if not np.isfinite(scale) or scale <= 0.0:
runtime/residual_archive.py:471 literal=6 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | unpack_signed(raw[6:], FIXED_STATES * NUM_CLASSES, FIXED_BITS),
runtime/residual_archive.py:516 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | fixed_size = len(FIXED_MAGIC) + 2 + packed_length(
runtime/residual_archive.py:527 literal=128 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | if rx1 is not None and outer[7] & 0x80:
runtime/residual_archive.py:527 literal=7 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | if rx1 is not None and outer[7] & 0x80:
runtime/residual_archive.py:528 literal=4 | GENERIC RLC1 magic/config byte length and parser branch | if tokens[:4] == b"RLC1":
runtime/residual_archive.py:552 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | sys.path.insert(0, str(code_dir))
runtime/residual_archive.py:558 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | sys.path.pop(0)
runtime/residual_archive.py:561 literal=4 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | def _boundary_buckets(previous: np.ndarray, max_distance: int = 4) -> np.ndarray:
runtime/residual_archive.py:562 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | if previous.ndim != 2:
runtime/residual_archive.py:565 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[1:] |= previous[1:] != previous[:-1]
runtime/residual_archive.py:565 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[1:] |= previous[1:] != previous[:-1]
runtime/residual_archive.py:565 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[1:] |= previous[1:] != previous[:-1]
runtime/residual_archive.py:566 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:-1] |= previous[:-1] != previous[1:]
runtime/residual_archive.py:566 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:-1] |= previous[:-1] != previous[1:]
runtime/residual_archive.py:566 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:-1] |= previous[:-1] != previous[1:]
runtime/residual_archive.py:567 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:, 1:] |= previous[:, 1:] != previous[:, :-1]
runtime/residual_archive.py:567 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:, 1:] |= previous[:, 1:] != previous[:, :-1]
runtime/residual_archive.py:567 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:, 1:] |= previous[:, 1:] != previous[:, :-1]
runtime/residual_archive.py:568 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:, :-1] |= previous[:, :-1] != previous[:, 1:]
runtime/residual_archive.py:568 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:, :-1] |= previous[:, :-1] != previous[:, 1:]
runtime/residual_archive.py:568 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | edge[:, :-1] |= previous[:, :-1] != previous[:, 1:]
runtime/residual_archive.py:571 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | result[active] = 0
runtime/residual_archive.py:572 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | for distance in range(1, max_distance):
runtime/residual_archive.py:574 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | grown[1:] |= active[:-1]
runtime/residual_archive.py:574 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | grown[1:] |= active[:-1]
runtime/residual_archive.py:575 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | grown[:-1] |= active[1:]
runtime/residual_archive.py:575 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | grown[:-1] |= active[1:]
runtime/residual_archive.py:576 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | grown[:, 1:] |= active[:, :-1]
runtime/residual_archive.py:576 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | grown[:, 1:] |= active[:, :-1]
runtime/residual_archive.py:577 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | grown[:, :-1] |= active[:, 1:]
runtime/residual_archive.py:577 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | grown[:, :-1] |= active[:, 1:]
runtime/residual_archive.py:586 literal=32768 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | -32768,
runtime/residual_archive.py:587 literal=32767 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | 32767,
runtime/residual_archive.py:591 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | values -= values.max(axis=1, keepdims=True)
runtime/residual_archive.py:593 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | probabilities /= probabilities.sum(axis=1, keepdims=True)
runtime/residual_archive.py:658 literal=60 | GENERIC RLC1 magic/config byte length and parser branch | rlc1 = parts.tc1_weights is not None and len(parts.tc1_weights) == 60
runtime/residual_archive.py:668 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | flat_positions = np.flatnonzero(mask_array.reshape(-1))
runtime/residual_archive.py:681 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | (1, runtime.EVAL_H, runtime.EVAL_W),
runtime/residual_archive.py:690 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | resumed_from = 0
runtime/residual_archive.py:700 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | previous_cpu = previous[0].to(
runtime/residual_archive.py:703 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | boundary = _boundary_buckets(previous_cpu).reshape(-1)
runtime/residual_archive.py:707 literal=4 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | 4,
runtime/residual_archive.py:711 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | previous_field = None if not frame else previous[0].to(device="cpu", dtype=torch.uint8).numpy()
runtime/residual_archive.py:717 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | predicted = base_logits.argmax(axis=1).astype(np.int64)
runtime/residual_archive.py:740 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | partial = current[0].to(device="cpu", dtype=torch.uint8).numpy()
runtime/residual_archive.py:746 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | current.reshape(-1)[device_positions] = torch.from_numpy(symbols).to(
runtime/residual_archive.py:749 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | tokens[frame] = current[0].to(device="cpu", dtype=torch.uint8)
runtime/residual_archive.py:750 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | corrector.end_frame(tokens[frame].numpy().reshape(-1))
runtime/residual_archive.py:754 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | if checkpoint is not None and ((frame + 1) % 25 == 0 or frame + 1 == int(os.environ.get("TC1_RECEIVER_STOP_AFTER", "600"))):
runtime/residual_archive.py:754 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | if checkpoint is not None and ((frame + 1) % 25 == 0 or frame + 1 == int(os.environ.get("TC1_RECEIVER_STOP_AFTER", "600"))):
runtime/residual_archive.py:754 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | if checkpoint is not None and ((frame + 1) % 25 == 0 or frame + 1 == int(os.environ.get("TC1_RECEIVER_STOP_AFTER", "600"))):
runtime/residual_archive.py:754 literal=25 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | if checkpoint is not None and ((frame + 1) % 25 == 0 or frame + 1 == int(os.environ.get("TC1_RECEIVER_STOP_AFTER", "600"))):
runtime/residual_archive.py:755 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | checkpoint.save(frame + 1, tokens)
runtime/residual_archive.py:774 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | SZ1_RESERVED_SEMANTIC_SPLIT = 0x01
runtime/residual_archive.py:779 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | CK2_RESERVED_SEMANTIC_PLANE2 = 0x02
runtime/residual_archive.py:780 literal=4 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | CK2_RESERVED_CARRIER_PLANE2 = 0x04
runtime/residual_archive.py:782 literal=8 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | RR5_RESERVED_ARITH_BASIS = 0x08
runtime/residual_archive.py:784 literal=16 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | DX2_RESERVED_CABAC_COEFFICIENTS = 0x10
runtime/residual_archive.py:788 literal=32 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | RC1_RESERVED_SEMANTIC_ADAPTIVE = 0x20
runtime/residual_archive.py:789 literal=64 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | RC1_RESERVED_HPAC_ADAPTIVE = 0x40
runtime/residual_archive.py:790 literal=255 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | SZ1_RESERVED_KNOWN_BITS = 0xFF
runtime/residual_archive.py:800 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | span = len(body) & ~1
runtime/residual_archive.py:801 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | half = span // 2
runtime/residual_archive.py:804 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | restored[0::2] = planes[:half]
runtime/residual_archive.py:804 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | restored[0::2] = planes[:half]
runtime/residual_archive.py:805 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | restored[1::2] = planes[half:]
runtime/residual_archive.py:805 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | restored[1::2] = planes[half:]
runtime/residual_archive.py:807 literal=49 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | SZ1_SPLIT_OFFSET = 49
runtime/residual_archive.py:808 literal=8284 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | SZ1_SPLIT_LENGTH = 8284
runtime/residual_archive.py:818 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | half = SZ1_SPLIT_LENGTH // 2
runtime/residual_archive.py:820 literal=1 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | region[1::2] = planes[:half]
runtime/residual_archive.py:820 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | region[1::2] = planes[:half]
runtime/residual_archive.py:821 literal=0 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | region[0::2] = planes[half:]
runtime/residual_archive.py:821 literal=2 | INHERITED_EXACT_LINE move40/runtime/residual_archive.py | region[0::2] = planes[half:]
runtime/rlc1_geometry.c:1 literal=6 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | /* RLC1 Q16 causal moment geometry. All content-selected knobs arrive in cfg.
runtime/rlc1_geometry.c:2 literal=64 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | * Generic constants: public H/W/K, 64-cell HPAC slots, six sufficient moments,
runtime/rlc1_geometry.c:3 literal=6 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | * Q16 arithmetic, integer bit/cardinality operations. No floating arithmetic. */
runtime/rlc1_geometry.c:7 literal=384 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | #define H 384
runtime/rlc1_geometry.c:8 literal=512 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | #define W 512
runtime/rlc1_geometry.c:9 literal=5 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | #define K 5
runtime/rlc1_geometry.c:10 literal=8 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | #define S 8
runtime/rlc1_geometry.c:11 literal=65536 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | #define Q 65536
runtime/rlc1_geometry.c:13 literal=28 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | typedef __int128 wide;
runtime/rlc1_geometry.c:15 literal=17 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int64_t cfg[17];
runtime/rlc1_geometry.c:16 literal=6 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int64_t now[6][H][S], old[6][H][S];
runtime/rlc1_geometry.c:16 literal=6 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int64_t now[6][H][S], old[6][H][S];
runtime/rlc1_geometry.c:23 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | return (int64_t)(q-(r<0));
runtime/rlc1_geometry.c:26 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | uint64_t a=0, bit=(uint64_t)1<<62;
runtime/rlc1_geometry.c:26 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | uint64_t a=0, bit=(uint64_t)1<<62;
runtime/rlc1_geometry.c:26 literal=62 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | uint64_t a=0, bit=(uint64_t)1<<62;
runtime/rlc1_geometry.c:27 literal=2 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | while(bit>n) bit>>=2;
runtime/rlc1_geometry.c:29 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | if(n>=a+bit) { n-=a+bit; a=(a>>1)+bit; }
runtime/rlc1_geometry.c:30 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | else a>>=1;
runtime/rlc1_geometry.c:31 literal=2 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | bit>>=2;
runtime/rlc1_geometry.c:37 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | return q+(r>Q/2 || (r==Q/2 && (q&1)));
runtime/rlc1_geometry.c:37 literal=2 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | return q+(r>Q/2 || (r==Q/2 && (q&1)));
runtime/rlc1_geometry.c:37 literal=2 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | return q+(r>Q/2 || (r==Q/2 && (q&1)));
runtime/rlc1_geometry.c:40 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | Geometry *g=calloc(1,sizeof(*g));
runtime/rlc1_geometry.c:43 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | for(int y=0;y<H;y++) for(int s=0;s<S;s++) {
runtime/rlc1_geometry.c:43 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | for(int y=0;y<H;y++) for(int s=0;s<S;s++) {
runtime/rlc1_geometry.c:45 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | g->hi[y][s]=g->phi[y][s]=-1;
runtime/rlc1_geometry.c:46 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int runs=0, active=0;
runtime/rlc1_geometry.c:46 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int runs=0, active=0;
runtime/rlc1_geometry.c:47 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | for(int t=0;t<W/S;t++) {
runtime/rlc1_geometry.c:48 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int x=s*(W/S)+t, hit=previous && previous[y*W+x]==cfg[0];
runtime/rlc1_geometry.c:50 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int64_t v[6]={1,y,y*y,x,x*y,x*x};
runtime/rlc1_geometry.c:50 literal=6 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int64_t v[6]={1,y,y*y,x,x*y,x*x};
runtime/rlc1_geometry.c:51 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | for(int j=0;j<6;j++) g->old[j][y][s]+=v[j];
runtime/rlc1_geometry.c:51 literal=6 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | for(int j=0;j<6;j++) g->old[j][y][s]+=v[j];
runtime/rlc1_geometry.c:58 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | g->ambiguous[y][s]=runs>1;
runtime/rlc1_geometry.c:65 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | for(int i=0;i<n;i++) {
runtime/rlc1_geometry.c:67 literal=0 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | if(symbols[i]==g->cfg[0]) {
runtime/rlc1_geometry.c:68 literal=1 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int64_t v[6]={1,y,y*y,x,x*y,x*x};
runtime/rlc1_geometry.c:68 literal=6 | GENERIC public shape/HPAC schedule, cfg field index, Q16 integer arithmetic, or proven parser integer-domain bound | int64_t v[6]={1,y,y*y,x,x*y,x*x};
